id,section,route,source_file,context,ru_text,kk_proposed,review_status,notes
CF-077,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Описание варианта сборки под выпадающим списком,Стеллаж поставляется в разобранном виде с инструкцией,Стеллаж нұсқаулықпен бірге бөлшектелген түрде жеткізіледі,NEEDS_REVIEW,"В seed-data уже есть kk. Терминология 2026-09-21: стеллаж (весь стеллаж) → «стеллаж», не «сөре»"
CF-078,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Вариант услуги сборки,Профессиональная сборка,Кәсіби құрастыру,NEEDS_REVIEW,В seed-data уже есть kk
CF-079,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Описание варианта сборки,Сборка бригадой на вашем объекте,Нысаныңызда бригадамен құрастыру,NEEDS_REVIEW,В seed-data уже есть kk
CF-080,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Вариант услуги сборки,Сборка и монтаж «под ключ»,«Толық аяқталған» форматында құрастыру және монтаждау,NEEDS_REVIEW,В seed-data уже есть kk
CF-081,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Описание варианта сборки,"Сборка, крепление к стене/полу и уборка упаковки","Құрастыру, қабырғаға/еденге бекіту және қаптаманы жинап әкету",NEEDS_REVIEW,В seed-data уже есть kk
CF-082,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Вариант сборки и вариант доставки с индивидуальным расчётом,Индивидуальный расчёт,Жеке есептеу,NEEDS_REVIEW,Одинаковый текст в двух справочниках (сборка и доставка) с одинаковым смыслом
CF-083,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Описание варианта сборки с индивидуальным расчётом,Для больших объёмов работ и сложных объектов,Үлкен жұмыс көлемдері мен күрделі нысандарға,NEEDS_REVIEW,ru обновлён по исходнику 2026-09-21. kk — из seed-data (src/lib/data/seed-data.ts)
CF-084,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Способ доставки в выпадающем списке,Самовывоз со склада,Қоймадан алып кету,NEEDS_REVIEW,В seed-data уже есть kk
CF-085,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Описание способа доставки,"Бесплатно, склады в Алматы, Астане, Караганде и Шымкенте","Тегін, Алматы, Астана, Қарағанды және Шымкент қалаларындағы қоймалардан",NEEDS_REVIEW,В seed-data уже есть kk
CF-086,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Способ доставки в выпадающем списке,Доставка по городу,Қала ішінде жеткізу,NEEDS_REVIEW,В seed-data уже есть kk
CF-087,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Описание способа доставки,"Доставка по Алматы, Астане, Караганде и Шымкенту — бесплатно, в тот же день.","Алматы, Астана, Қарағанды және Шымкент қалаларында жеткізу — тегін, сол күні.",NEEDS_REVIEW,ru обновлён по исходнику 2026-09-21. kk — утверждённая бизнес-формулировка (2026-09-21); совпадает с seed-data
CF-088,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Способ доставки в выпадающем списке,Доставка по Казахстану,Қазақстан бойынша жеткізу,NEEDS_REVIEW,В seed-data уже есть kk
CF-089,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Описание способа доставки,Доставка в другие города и регионы Казахстана — 2–3 дня. Стоимость доставки рассчитывается индивидуально.,Қазақстанның басқа қалалары мен өңірлеріне жеткізу — 2–3 күн. Жеткізу құны жеке есептеледі.,NEEDS_REVIEW,Совпадает с seed-data (ru и kk)
CF-090,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Способ доставки в выпадающем списке,Передача транспортной компании,Көлік компаниясына тапсыру,NEEDS_REVIEW,В seed-data уже есть kk
CF-091,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Описание способа доставки,Отгрузка на терминал транспортной компании по вашему выбору,Сіз таңдаған көлік компаниясының терминалына жеткізу,NEEDS_REVIEW,В seed-data уже есть kk
CF-092,CONFIGURATOR,"/configurator, /delivery",src/lib/data/seed-data.ts,Описание варианта доставки с индивидуальным расчётом,Для крупных заказов и особых условий доставки,Ірі тапсырыстарға және ерекше жеткізу жағдайларына,NEEDS_REVIEW,ru обновлён по исходнику 2026-09-21. kk — из seed-data (src/lib/data/seed-data.ts)
CF-093,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Позиция состава комплекта (стойка),Стойка {H} мм,Тірек {H} мм,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА: имя компонента формируется из высоты. В seed-data уже есть kk-шаблон
CF-094,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Позиция состава комплекта (полка),Полка Стандартная {W}×{D},Стандартты сөре {W}×{D},NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА. В seed-data уже есть kk-шаблон
CF-095,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Позиция состава комплекта (задняя стенка),Задняя стенка сплошная {W} мм,Артқы қабырға тұтас {W} мм,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА. В seed-data уже есть kk-шаблон
CF-096,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Позиция состава комплекта (боковая стенка),Боковая стенка сплошная {D} мм,Бүйір қабырға тұтас {D} мм,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА. В seed-data уже есть kk-шаблон
CF-097,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Позиция состава комплекта (крепёж),Комплект крепежа (болт + гайка),Бекітпе жинағы (бұранда + сомын),NEEDS_REVIEW,В seed-data уже есть kk
CF-098,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Позиция состава комплекта (опора),Опора пластиковая,Пластик тірек,NEEDS_REVIEW,В seed-data уже есть kk
CF-099,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,"Название аксессуара, выбираемого в конфигураторе",Регулируемые опоры,Реттелетін тіректер,NEEDS_REVIEW,В seed-data уже есть kk
CF-100,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,"Название аксессуара, выбираемого в конфигураторе",Усиление полки,Сөрені күшейту,NEEDS_REVIEW,В seed-data уже есть kk
CF-101,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,"Название аксессуара, выбираемого в конфигураторе",Крестовина жёсткости,Қатайтқыш айқыш,NEEDS_REVIEW,"В seed-data уже есть kk. Обратите внимание: UI-подпись CF-048 пишется без ё (жесткости), а каталог — с ё"
CF-102,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,"Позиция состава комплекта (задний раскос), появляется при включённой задней стенке",Раскос задний {H} мм,Артқы диагональ {H} мм,NEEDS_REVIEW,"ДИНАМИЧЕСКАЯ СТРОКА. В отличие от балок и стяжек, эта позиция НЕ сворачивается в публичном составе комплекта и видна клиенту. В seed-data уже есть kk-шаблон"
CF-103,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx; src/components/configurator/OrderSummaryBar.tsx,"Предупреждение: в сохранённой или открытой по ссылке конфигурации больше секций, чем допустимо (заказ заблокирован до удаления лишних)",В одном стеллаже не более {N} секций. Удалите лишние секции.,Бір стеллажда ең көбі {N} секция болуы мүмкін. Артық секцияларды жойыңыз.,NEEDS_REVIEW,"ДИНАМИЧЕСКАЯ СТРОКА; {N} = 5. kk — утверждённая владельцем формулировка (2026-09-24)"
WA-001,CONFIGURATOR,"(WhatsApp, шапка/футер/плавающая кнопка)",src/lib/whatsapp.ts,"Предзаполненный текст сообщения при обращении из шапки, футера или плавающей кнопки",Здравствуйте! Хочу узнать подробнее о металлических стеллажах.,Сәлеметсіз бе ?! Металл стеллаждар туралы толығырақ білгім келеді.,NEEDS_REVIEW,
WA-002,PRODUCT,(WhatsApp со страницы модели),src/lib/whatsapp.ts,Предзаполненный текст сообщения со страницы модели,Здравствуйте! Интересует стеллаж «{модель}». Ссылка: {url},Сәлеметсіз бе ?! «{модель}» стеллажы туралы білгім келеді. Сілтеме: {url},NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
WA-003,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Первая строка сообщения с конфигурацией,Здравствуйте! Хочу заказать стеллаж.,Сәлеметсіз бе ?! Стеллажға тапсырыс бергім келеді.,NEEDS_REVIEW,
WA-004,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Заголовок блока конфигурации в сообщении,Конфигурация:,Конфигурация:,NEEDS_REVIEW,
WA-005,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Строка сообщения с высотой,Высота: {H} мм,Биіктігі: {H} мм,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
WA-006,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Строка сообщения с глубиной,Глубина: {D} мм,Тереңдігі: {D} мм,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
WA-007,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Строка сообщения с числом секций,Секций: {N},Секция саны: {N},NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
WA-008,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Строка сообщения с шириной секций,Ширина секций: {W} мм,Секциялардың ені: {W} мм,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
WA-009,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Строка сообщения с числом полок,Полок: {N},Сөре саны: {N},NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
WA-010,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Строка сообщения с нагрузкой,Нагрузка: {N} кг/полку,Жүктеме: сөреге {N} кг,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
WA-011,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Строка сообщения со стенками секции,Секция {N}: {перечень} стенка,{N}-секция: {тізім} қабырға,NEEDS_REVIEW,"ДИНАМИЧЕСКАЯ СТРОКА, собирается из отдельных слов — см. WA-012…WA-014"
WA-012,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Слово в перечне стенок секции,задняя,артқы,NEEDS_REVIEW,Собирается в строку через + вместе с WA-013/WA-014
WA-013,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Слово в перечне стенок секции,левая,сол жақ,NEEDS_REVIEW,
WA-014,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Слово в перечне стенок секции,правая,оң жақ,NEEDS_REVIEW,
WA-015,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Описание секции без стенок в сообщении,без стенок,қабырғасыз,NEEDS_REVIEW,
WA-016,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Заголовок блока выбранных дополнительных параметров в сообщении,Дополнительные параметры:,Қосымша параметрлер:,NEEDS_REVIEW,
WA-017,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Строка итоговой суммы в сообщении,Итого: {сумма},Жиыны: {сома},NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
WA-018,CONFIGURATOR,(WhatsApp из конфигуратора),src/lib/whatsapp.ts,Подпись к ссылке на конфигурацию в сообщении,Ссылка на конфигурацию:,Конфигурацияға сілтеме:,NEEDS_REVIEW,
WA-019,ORDER_SUCCESS,(WhatsApp со страницы успешного заказа),src/lib/whatsapp.ts,Приветствие в сообщении о заказе,Здравствуйте!,Сәлеметсіз бе ?!,NEEDS_REVIEW,
WA-020,ORDER_SUCCESS,(WhatsApp со страницы успешного заказа),src/lib/whatsapp.ts,Строка сообщения с номером заказа,Я оформил заказ №{номер} на сайте.,Мен сайтта №{номер} тапсырысты рәсімдедім.,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
WA-021,ORDER_SUCCESS,(WhatsApp со страницы успешного заказа),src/lib/whatsapp.ts,Строка сообщения с суммой заказа,Сумма заказа: {сумма},Тапсырыс сомасы: {сома},NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
WA-022,ORDER_SUCCESS,(WhatsApp со страницы успешного заказа),src/lib/whatsapp.ts,Заключительная строка сообщения о заказе,Хочу уточнить детали заказа.,Тапсырыс бойынша егжей-тегжейін нақтылағым келеді.,NEEDS_REVIEW,
CR-001,CART,/cart,src/app/cart/page.tsx,Заголовок H1 страницы корзины,Корзина,Себет,NEEDS_REVIEW,"Тот же текст, что aria-label иконки в шапке (H-007), но здесь это заголовок страницы"
CR-002,CART,/cart,src/components/cart/CartClient.tsx,Пустое состояние корзины,Ваша корзина пуста,Себетіңіз бос,NEEDS_REVIEW,
CR-003,CART,"/cart, /order",src/components/cart/CartClient.tsx; src/components/order/OrderForm.tsx,Кнопка из пустой корзины и пустого оформления заказа,Открыть конфигуратор,Конфигураторды ашу,NEEDS_REVIEW,"Тот же текст, что кнопка на главной (HM-004), контекст одинаковый"
CR-004,CART,/cart,src/components/cart/CartClient.tsx,Подпись суммы в боковой панели корзины,Итого по корзине,Себет бойынша жиыны,NEEDS_REVIEW,
CR-005,CART,/cart,src/components/cart/CartClient.tsx,Вторичная кнопка в боковой панели корзины,Добавить ещё стеллаж,Тағы бір стеллаж қосу,NEEDS_REVIEW,"Терминология 2026-09-21: стеллаж (весь стеллаж) → «стеллаж», не «сөре»"
CR-006,CART,/cart,src/components/cart/CartClient.tsx,"Метка вместо цены, когда расчёт позиции завершился ошибкой",Ошибка,Қате,NEEDS_REVIEW,
CR-007,CART,/cart,src/components/cart/CartClient.tsx,Метка вместо цены во время пересчёта позиции,Пересчёт…,Қайта есептелуде…,NEEDS_REVIEW,
CR-008,CART,/cart,src/components/cart/CartClient.tsx,Дополнение к сообщению об ошибке расчёта позиции,Измените или удалите эту позицию.,Осы позицияны өзгертіңіз немесе жойыңыз.,NEEDS_REVIEW,Выводится сразу после текста ошибки от сервера
CR-009,CART,/cart,src/components/cart/CartClient.tsx,Число секций в характеристиках позиции корзины,{N} секц.,{N} секция,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CR-010,CART,/cart,src/components/cart/CartClient.tsx,Подпись поля количества в позиции корзины,Кол-во:,Саны:,NEEDS_REVIEW,
CR-011,CART,/cart,src/components/cart/CartClient.tsx,Ссылка редактирования позиции корзины,Изменить,Өзгерту,NEEDS_REVIEW,
CR-012,CART,/cart,src/components/cart/CartClient.tsx,Кнопка дублирования позиции корзины,Дублировать,Көшірмесін жасау,NEEDS_REVIEW,
CR-013,CART,/cart,src/components/cart/CartClient.tsx,Кнопка удаления позиции корзины,Удалить,Жою,NEEDS_REVIEW,
CR-014,CART,/cart,src/components/cart/CartClient.tsx,Цена за штуку под позицией корзины,{цена} / шт.,{баға} / дана,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CR-015,CART,/cart,src/components/cart/CartClient.tsx,Уведомление об автоматическом обновлении конфигураций в корзине,Конфигурация в корзине была обновлена: {перечень}.,Себеттегі конфигурация жаңартылды: {тізім}.,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА: собирается из фраз CR-016 и CR-017
CR-016,CART,/cart,src/components/cart/CartClient.tsx,Часть уведомления об обновлении корзины,из «{модель}» удалён более недоступный аксессуар,«{модель}» ішінен қолжетімсіз аксессуар жойылды,NEEDS_REVIEW,"ДИНАМИЧЕСКАЯ СТРОКА, вставляется в середину предложения CR-015"
CR-017,CART,/cart,src/components/cart/CartClient.tsx,Часть уведомления об обновлении корзины,в «{модель}» обновлены недоступные параметры (цвет/сборка/доставка) на значения по умолчанию,«{модель}» ішіндегі қолжетімсіз параметрлер (түсі/жинау/жеткізу) әдепкі мәндерге ауыстырылды,NEEDS_REVIEW,"ДИНАМИЧЕСКАЯ СТРОКА, вставляется в середину предложения CR-015"
CR-018,CART,"/cart, /order",src/components/cart/CartClient.tsx; src/components/order/OrderForm.tsx,"Подсказка к предупреждению о превышении лимита стеллажей в заказе (после VL-018), оформление заблокировано",Уменьшите количество или удалите позицию.,Санын азайтыңыз немесе позицияны жойыңыз.,NEEDS_REVIEW,kk — утверждённая владельцем формулировка (2026-09-24)
CK-001,CHECKOUT,/order,src/app/order/page.tsx,Заголовок H1 страницы оформления заказа,Оформление заказа,Тапсырысты рәсімдеу,NEEDS_REVIEW,
CK-002,CHECKOUT,/order,src/components/order/OrderForm.tsx,Пустое состояние оформления заказа,В корзине нет ни одной конфигурации.,Себетте бірде-бір конфигурация жоқ.,NEEDS_REVIEW,
CK-003,CHECKOUT,/order,src/components/order/OrderForm.tsx,Подпись переключателя типа клиента,Тип клиента,Клиент түрі,NEEDS_REVIEW,
CK-004,CHECKOUT,/order,src/components/order/OrderForm.tsx,Вариант типа клиента,Физическое лицо,Жеке тұлға,NEEDS_REVIEW,
CK-005,CHECKOUT,/order,src/components/order/OrderForm.tsx,Вариант типа клиента,Юридическое лицо,Заңды тұлға,NEEDS_REVIEW,
CK-006,CHECKOUT,/order,src/components/order/OrderForm.tsx,Подпись обязательного поля имени,ФИО / Контактное лицо *,Аты-жөні / Байланыс тұлғасы *,NEEDS_REVIEW,
CK-007,CHECKOUT,/order,src/components/order/OrderForm.tsx,Подпись обязательного поля телефона,Телефон *,Телефон *,NEEDS_REVIEW,
CK-008,CHECKOUT,"/order, /contacts, /",src/components/order/OrderForm.tsx; src/components/contact/ContactForm.tsx,Плейсхолдер полей телефона и WhatsApp,+7 700 000 00 00,+7 700 000 00 00,NEEDS_REVIEW,НЕ ПЕРЕВОДИТЬ — образец номера
CK-009,CHECKOUT,/order,src/components/order/OrderForm.tsx,Подпись необязательного поля WhatsApp,WhatsApp,WhatsApp,NEEDS_REVIEW,НЕ ПЕРЕВОДИТЬ — название сервиса
CK-010,CHECKOUT,/order,src/components/order/OrderForm.tsx,Чекбокс копирования телефона в поле WhatsApp,WhatsApp совпадает с телефоном,WhatsApp телефон нөмірімен бірдей,NEEDS_REVIEW,
CK-011,CHECKOUT,/order,src/components/order/OrderForm.tsx,Подпись обязательного поля email,Email *,Email *,NEEDS_REVIEW,Можно оставить как есть либо перевести как Электрондық пошта *
CK-012,CHECKOUT,/order,src/components/order/OrderForm.tsx,Подпись поля города,Город,Қала,NEEDS_REVIEW,
CK-013,CHECKOUT,/order,src/components/order/OrderForm.tsx,Подпись обязательного поля названия компании (юрлицо),Название компании *,Компания атауы *,NEEDS_REVIEW,
CK-014,CHECKOUT,/order,src/components/order/OrderForm.tsx,Подпись обязательного поля БИН (юрлицо),БИН *,БСН *,NEEDS_REVIEW,Сам номер не переводится
CK-015,CHECKOUT,/order,src/components/order/OrderForm.tsx,"Подпись поля адреса, когда доставка требует адрес",Адрес доставки *,Жеткізу мекенжайы *,NEEDS_REVIEW,
CK-016,CHECKOUT,/order,src/components/order/OrderForm.tsx,"Подпись поля адреса, когда адрес необязателен",Адрес доставки (если нужна доставка),Жеткізу мекенжайы (жеткізу қажет болса),NEEDS_REVIEW,
CK-017,CHECKOUT,/order,src/components/order/OrderForm.tsx,Подпись обязательного селекта способа оплаты,Способ оплаты *,Төлем тәсілі *,NEEDS_REVIEW,
CK-018,CHECKOUT,/order,src/components/order/OrderForm.tsx,Подпись поля комментария,Комментарий к заказу,Тапсырысқа түсініктеме,NEEDS_REVIEW,
CK-019,CHECKOUT,/order,src/components/order/OrderForm.tsx,Состояние кнопки отправки во время отправки заказа,Оформляем заказ…,Тапсырыс рәсімделуде…,NEEDS_REVIEW,
CK-020,CHECKOUT,/order,src/components/order/OrderForm.tsx,Кнопка отправки заказа,Подтвердить заказ,Тапсырысты растау,NEEDS_REVIEW,
CK-021,CHECKOUT,/order,src/components/order/OrderForm.tsx,Заголовок боковой панели со списком позиций заказа,Ваш заказ,Сіздің тапсырысыңыз,NEEDS_REVIEW,
CK-022,CHECKOUT,/order,src/components/order/OrderForm.tsx,Примечание под итоговой суммой в оформлении заказа,Точная сумма будет пересчитана и подтверждена сервером при оформлении.,"Нақты сома рәсімдеу кезінде сервер тарапынан қайта есептеліп, расталады.",NEEDS_REVIEW,
CK-023,CHECKOUT,"/order, /order/success",src/lib/orders/payment-methods.ts,Способ оплаты в списке и на странице успешного заказа,Безналичный расчёт,Қолма-қол ақшасыз есеп айырысу,NEEDS_REVIEW,
CK-024,CHECKOUT,"/order, /order/success",src/lib/orders/payment-methods.ts,Способ оплаты в списке и на странице успешного заказа,Оплата по счёту,Шот бойынша төлем,NEEDS_REVIEW,"Совпадает по тексту с пунктом на главной (HM-056), смысл тот же"
CK-025,CHECKOUT,"/order, /order/success",src/lib/orders/payment-methods.ts,Способ оплаты в списке и на странице успешного заказа,Наличными,Қолма-қол ақшамен,NEEDS_REVIEW,
CK-026,CHECKOUT,/order/success,src/lib/orders/payment-methods.ts,Способ оплаты для ранее оформленных заказов,Kaspi Pay,Kaspi Pay,NEEDS_REVIEW,НЕ ПЕРЕВОДИТЬ — название сервиса. В оформлении заказа не выбирается
CK-027,CHECKOUT,/order/success,src/lib/orders/payment-methods.ts,Способ оплаты для ранее оформленных заказов,Kaspi QR,Kaspi QR,NEEDS_REVIEW,НЕ ПЕРЕВОДИТЬ — название сервиса
CK-028,CHECKOUT,/order,src/lib/orders/payment-methods.ts,Пояснение к выбранному способу оплаты,Оплата банковским переводом после подтверждения заказа.,Тапсырыс расталғаннан кейін банк аударымымен төлеу.,NEEDS_REVIEW,
CK-029,CHECKOUT,/order,src/lib/orders/payment-methods.ts,Пояснение к выбранному способу оплаты,Для ИП и юридических лиц. Менеджер подтвердит заказ и выставит счёт.,"ЖК және заңды тұлғаларға арналған. Менеджер тапсырысты растап, шот ұсынады.",NEEDS_REVIEW,
CK-030,CHECKOUT,/order,src/lib/orders/payment-methods.ts,Пояснение к выбранному способу оплаты,Оплата при согласованном самовывозе/доставке.,Келісілген қоймадан алып кету/жеткізу кезінде төлеу.,NEEDS_REVIEW,
OS-001,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Заголовок H1 страницы успешного заказа,Заказ принят!,Тапсырыс қабылданды!,NEEDS_REVIEW,
OS-002,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Подпись перед номером заказа,Номер вашего заказа:,Тапсырысыңыздың нөмірі:,NEEDS_REVIEW,
OS-003,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,"Текст, когда номер заказа неизвестен",Спасибо! Мы получили вашу заявку.,Рақмет! Өтінішіңізді қабылдадық.,NEEDS_REVIEW,
OS-004,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Подпись суммы заказа,Сумма заказа,Тапсырыс сомасы,NEEDS_REVIEW,
OS-005,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Подпись статуса заказа,Статус,Мәртебесі,NEEDS_REVIEW,
OS-006,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Клиентский статус нового заказа,Заказ принят,Тапсырыс қабылданды,NEEDS_REVIEW,Отдельно от административных названий статусов
OS-007,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Клиентский статус заказа во всех остальных состояниях,Заказ обрабатывается,Тапсырыс өңделуде,NEEDS_REVIEW,
OS-008,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Подпись способа оплаты заказа,Способ оплаты,Төлем тәсілі,NEEDS_REVIEW,
OS-009,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Подпись числа позиций в заказе,Позиций,Позиция саны,NEEDS_REVIEW,
OS-010,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Текст о дальнейших действиях менеджера,"Наш менеджер свяжется с вами в ближайшее рабочее время для подтверждения заказа, уточнения деталей доставки и выставления счёта.","Менеджеріміз тапсырысты растау, жеткізу мәліметтерін нақтылау және шот ұсыну үшін жақын арадағы жұмыс уақытында сізбен байланысады.",NEEDS_REVIEW,
OS-011,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Кнопка WhatsApp на странице успешного заказа,Написать в WhatsApp,WhatsApp-қа жазу,NEEDS_REVIEW,"Тот же текст, что aria-label кнопки в шапке (H-006), здесь это видимая надпись на кнопке"
OS-012,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Кнопка возврата в каталог,Вернуться в каталог,Каталогқа оралу,NEEDS_REVIEW,
OS-013,ORDER_SUCCESS,/order/success,src/app/order/success/page.tsx,Кнопка возврата на главную,На главную,Басты бетке,NEEDS_REVIEW,
DL-001,DELIVERY,/delivery,src/app/delivery/page.tsx,Заголовок H1 страницы доставки,Доставка и сборка,Жеткізу және жинау,NEEDS_REVIEW,
DL-002,DELIVERY,/delivery,src/app/delivery/page.tsx,Вводный текст страницы доставки,"Мы доставляем стеллажи MS по всему Казахстану и предлагаем профессиональную сборку на объекте заказчика. Доставка по Алматы, Астане, Караганде и Шымкенту — бесплатно, в тот же день. Доставка в другие города и регионы Казахстана — 2–3 дня. Стоимость доставки рассчитывается индивидуально. Стоимость стеллажа рассчитывается автоматически в конфигураторе на основании выбранной комплектации. Доступны только размеры, представленные в конфигураторе.","Біз MS стеллаждарын Қазақстан бойынша жеткіземіз және тапсырыс берушінің нысанында кәсіби жинау қызметін ұсынамыз. Алматы, Астана, Қарағанды және Шымкент қалаларында жеткізу — тегін, сол күні. Қазақстанның басқа қалалары мен өңірлеріне жеткізу — 2–3 күн. Жеткізу құны жеке есептеледі. Стеллаждың құны таңдалған жинақтамаға қарай конфигураторда автоматты түрде есептеледі. Тек конфигураторда ұсынылған өлшемдер қолжетімді.",NEEDS_REVIEW,"Терминология 2026-09-21: стеллаж (весь стеллаж) → «стеллаж», не «сөре»"
DL-003,DELIVERY,/delivery,src/app/delivery/page.tsx,Заголовок секции способов получения,Способы получения,Алу тәсілдері,NEEDS_REVIEW,"Тот же заголовок, что на главной (HM-048)"
DL-004,DELIVERY,/delivery,src/app/delivery/page.tsx,Стоимость способа доставки с индивидуальным расчётом (доставка в другие города и регионы),Стоимость доставки рассчитывается индивидуально.,Жеткізу құны жеке есептеледі.,NEEDS_REVIEW,
DL-005,DELIVERY,/delivery,src/app/delivery/page.tsx,"Стоимость способа доставки, когда она нулевая",Бесплатно,Тегін,NEEDS_REVIEW,
DL-006,DELIVERY,/delivery,src/app/delivery/page.tsx,Стоимость способа доставки от суммы,от {сумма} ₸,{сома} ₸-ден бастап,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА: число форматируется локалью ru-RU — при локализации потребуется отдельное форматирование
DL-007,DELIVERY,/delivery,src/app/delivery/page.tsx,Заголовок секции услуг сборки,Сборка,Жинау,NEEDS_REVIEW,"Заголовок секции, не подпись селекта"
DL-008,DELIVERY,/delivery,src/app/delivery/page.tsx,Заголовок секции о данных для заказа,Что нужно указать при заказе,Тапсырыс беру кезінде нені көрсету керек,NEEDS_REVIEW,
DL-009,DELIVERY,/delivery,src/app/delivery/page.tsx,Пункт списка данных для заказа,Город и точный адрес доставки,Қала және жеткізудің нақты мекенжайы,NEEDS_REVIEW,
DL-010,DELIVERY,/delivery,src/app/delivery/page.tsx,Пункт списка данных для заказа,Этаж и наличие грузового лифта (для доставки в помещение),Қабат және жүк лифтінің болуы (үй-жайға жеткізу үшін),NEEDS_REVIEW,
DL-011,DELIVERY,/delivery,src/app/delivery/page.tsx,Пункт списка данных для заказа,Желаемую дату доставки,Қалаған жеткізу күні,NEEDS_REVIEW,
